GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,lats,longs,MissingLoc
1221,185000,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,811.0,1221.0,GasA,Ex,Y,SBrkr,1221,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2.0,400.0,TA,TA,Y,0,113,0,0,0,0,,,,0,10,2009,WD ,Normal,42.05125546848755,-93.64269276238964,0
1445,158000,80,RL,72.36041576857723,12095,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564.0,Unf,0.0,563.0,1127.0,GasA,TA,Y,SBrkr,1445,0,0,0.0,0.0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2.0,645.0,TA,TA,Y,180,0,0,0,0,0,,MnPrv,,0,8,2009,WD ,Normal,42.04097965601346,-93.62684278990056,0
832,105500,45,RL,59.0,7227,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,832,0,0,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,Detchd,1962.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,42.034627,-93.608814,0
1701,171000,85,RL,79.72600364571902,16647,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390.0,Unf,0.0,0.0,1390.0,GasA,TA,Y,SBrkr,1701,0,0,1.0,0.0,2,0,3,1,TA,6,Min2,2,TA,Basment,1975.0,Fin,2.0,611.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2007,WD ,Normal,42.03468253846154,-93.66195007692309,0
1540,184000,60,RL,70.0,9109,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,596.0,122.0,754.0,GasA,Ex,Y,SBrkr,754,786,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,1994.0,RFn,2.0,495.0,TA,TA,Y,140,32,0,0,0,0,,,,0,10,2009,WD ,Normal,42.03763878770042,-93.68794560760956,0
1301,187750,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1293.0,1293.0,GasA,Ex,Y,SBrkr,1301,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2.0,572.0,TA,TA,Y,216,121,0,0,0,0,,,,0,8,2006,New,Partial,42.0512234774297,-93.64365523268008,0
1062,146800,80,RL,71.12742412482021,11333,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539.0,Unf,0.0,490.0,1029.0,GasA,TA,Y,SBrkr,1062,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2.0,539.0,TA,TA,Y,120,0,0,0,0,0,,,,0,5,2007,WD ,Normal,41.99152844292028,-93.60500455620638,0
2270,290000,60,RL,92.0,11764,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164,1106,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,0,0,,,,0,4,2010,WD ,Normal,42.052652020595886,-93.65083023795215,0
1034,169900,80,RL,72.73743289849246,12328,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,Unf,0.0,473.0,1012.0,GasA,TA,Y,SBrkr,1034,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1976.0,Unf,3.0,888.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2010,WD ,Normal,41.99458941851053,-93.60122804548456,0
936,130000,85,RL,66.0,6760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,734.0,Unf,0.0,162.0,896.0,GasA,TA,Y,SBrkr,936,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962.0,RFn,1.0,288.0,TA,TA,Y,24,90,160,0,0,0,,,,0,10,2007,WD ,Normal,42.035209948063226,-93.60468306987144,0
894,123000,20,RL,60.0,7200,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777.0,Unf,0.0,117.0,894.0,GasA,TA,Y,SBrkr,894,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1985.0,RFn,2.0,600.0,TA,TA,Y,215,0,0,0,0,0,,,,0,9,2009,WD ,Normal,42.020889200000006,-93.68312365714287,0
1696,143900,20,RL,40.0,13673,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1140.0,1140.0,GasA,TA,Y,SBrkr,1696,0,0,0.0,0.0,1,1,3,1,TA,8,Min2,1,TA,Attchd,1962.0,RFn,1.0,349.0,TA,TA,Y,0,30,0,0,0,0,,,,0,3,2007,WD ,Normal,42.03477656100864,-93.66951124378872,0
1786,223500,60,RL,68.0,11250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,486.0,Unf,0.0,434.0,920.0,GasA,Ex,Y,SBrkr,920,866,0,1.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,42,0,0,0,0,,,,0,9,2008,WD ,Normal,42.01659264299219,-93.68899743746088,0
1764,207000,60,RL,96.0,11690,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,850.0,850.0,GasA,Ex,Y,SBrkr,886,878,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Unf,2.0,560.0,TA,TA,Y,120,29,0,0,0,0,,,,0,6,2008,WD ,Normal,42.017270154955895,-93.6840958795833,0
1976,440000,20,RL,110.0,14977,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350.0,Unf,0.0,626.0,1976.0,GasA,Ex,Y,SBrkr,1976,0,0,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3.0,908.0,TA,TA,Y,250,63,0,0,0,0,,,,0,7,2007,New,Partial,42.06127303702146,-93.65619674912348,0
1725,198500,60,RL,70.0,8749,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,885,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2.0,550.0,TA,TA,Y,0,48,0,0,0,0,,,,0,11,2009,WD ,Normal,42.01696585714286,-93.68690285714285,0
1228,149350,20,RL,66.61454526072785,8544,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1228.0,1228.0,GasA,Gd,Y,SBrkr,1228,0,0,0.0,0.0,1,1,3,1,Gd,6,Typ,0,,Attchd,1966.0,Unf,1.0,271.0,TA,TA,Y,0,65,0,0,0,0,,MnPrv,,0,6,2008,WD ,Normal,42.0336325176661,-93.66938175037308,0
1470,165000,60,RL,65.0,8139,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,TA,TA,PConc,Gd,TA,No,ALQ,476.0,Unf,0.0,204.0,680.0,GasA,Gd,Y,SBrkr,680,790,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,420.0,TA,TA,Y,192,49,0,0,0,0,,,,0,10,2008,WD ,Normal,42.06079867245493,-93.63774189850938,0
2263,235000,60,RL,79.74542083695928,16659,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795.0,Unf,0.0,0.0,795.0,GasA,Fa,Y,SBrkr,1468,795,0,1.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1977.0,Fin,2.0,539.0,TA,TA,Y,0,250,0,0,0,0,,,,0,3,2006,WD ,Normal,42.054181,-93.6323624,0
951,143500,20,RL,62.0,8010,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,745.0,Unf,0.0,206.0,951.0,GasA,Gd,Y,SBrkr,951,0,0,1.0,0.0,1,0,2,1,Gd,6,Typ,0,,Detchd,1985.0,Unf,2.0,480.0,TA,TA,Y,0,0,42,0,0,0,,,Shed,450,9,2009,WD ,Normal,42.038347653061216,-93.60870085714285,0
1737,203160,60,RL,74.0,8581,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Mn,Unf,0.0,Unf,0.0,851.0,851.0,GasA,Ex,Y,SBrkr,851,886,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,2.0,578.0,TA,TA,Y,0,105,0,0,0,0,,,,0,8,2006,New,Partial,42.01427780382489,-93.68406111340154,0
1820,191750,60,RL,71.58049192042647,11613,Pave,,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,480.0,Unf,0.0,384.0,864.0,GasA,Ex,Y,SBrkr,920,900,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1993.0,RFn,2.0,492.0,TA,TA,Y,144,85,0,0,0,0,,GdPrv,,0,5,2007,WD ,Normal,42.035216955754144,-93.68951234693058,0
1690,187000,60,RL,58.0,9487,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,520.0,Unf,0.0,395.0,915.0,GasA,Ex,Y,SBrkr,940,750,0,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,442.0,TA,TA,Y,0,50,0,0,0,0,,,,0,6,2007,WD ,Normal,42.05783958157351,-93.6417927062154,0
1315,99500,190,RM,52.0,4330,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,4,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Rec,681.0,ALQ,127.0,0.0,808.0,GasA,TA,Y,SBrkr,838,477,0,1.0,0.0,2,0,3,1,TA,5,Typ,0,,Detchd,1958.0,RFn,2.0,436.0,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2007,COD,Abnorml,42.02306402527243,-93.62823044963444,0
2290,122500,190,RM,60.0,11340,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,777.0,777.0,GasA,Gd,Y,SBrkr,1246,1044,0,0.0,0.0,2,0,4,2,TA,11,Typ,0,,Detchd,1971.0,Unf,2.0,560.0,TA,TA,N,0,0,114,0,0,0,,,,0,4,2010,WD ,Normal,42.029367772535345,-93.651464136116,1
1102,148800,160,FV,61.04990187112096,5105,Pave,,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,Unf,0.0,312.0,551.0,GasA,Ex,Y,SBrkr,551,551,0,0.0,0.0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004.0,Unf,2.0,480.0,TA,TA,Y,0,60,0,0,0,0,,,,0,3,2007,WD ,Normal,42.04644281340748,-93.64544654019151,0
1074,153500,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788.0,Unf,0.0,268.0,1056.0,GasA,Ex,Y,SBrkr,1074,0,0,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1975.0,RFn,2.0,495.0,TA,TA,Y,0,88,0,0,0,0,,MnPrv,,0,7,2006,WD ,Normal,42.052528705962565,-93.6305491449368,0
2374,285000,60,RL,93.0,11999,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1234,1140,0,0.0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,656.0,TA,TA,Y,104,100,0,0,0,0,,,,0,5,2007,WD ,Normal,42.05808342384449,-93.65472971810732,0
1306,184500,120,RL,34.0,5122,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,GLQ,881.0,Unf,0.0,425.0,1306.0,GasA,Ex,Y,SBrkr,1306,0,0,1.0,0.0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,2.0,624.0,TA,TA,Y,170,63,0,0,0,0,,,,0,3,2009,WD ,Normal,42.059247882699815,-93.64934614756157,0
1604,195500,60,RL,59.0,9535,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,851.0,Unf,0.0,75.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,0.0,0.0,2,1,3,1,TA,7,Typ,0,,Attchd,1998.0,Fin,2.0,472.0,TA,TA,Y,100,82,0,0,0,0,,,,0,5,2008,WD ,Normal,42.06075994872547,-93.63873755367472,0
2133,257500,50,RL,78.0,10452,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6,1941,1985,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,371.0,Gd,Gd,BrkTil,Gd,TA,No,ALQ,426.0,BLQ,252.0,850.0,1528.0,GasA,Ex,Y,SBrkr,1225,908,0,1.0,0.0,1,1,4,1,TA,8,Typ,2,TA,Attchd,1941.0,Unf,1.0,312.0,TA,TA,Y,0,0,86,0,0,0,,,,0,7,2010,WD ,Normal,42.01630807954487,-93.63960037779923,0
1876,185000,60,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442.0,Unf,0.0,459.0,901.0,GasA,TA,Y,SBrkr,943,933,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974.0,RFn,2.0,540.0,Gd,TA,Y,0,69,0,0,0,0,,,,0,7,2008,WD ,Normal,42.04472415943532,-93.6306693908486,0
1009,160000,80,RL,72.0,9720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,TA,TA,CBlock,TA,Ex,Av,ALQ,755.0,Unf,0.0,240.0,995.0,GasA,TA,Y,SBrkr,1009,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2007,WD ,Normal,42.021890285714285,-93.68760908163266,0
954,132500,80,RL,55.0,10780,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483.0,Unf,0.0,428.0,911.0,GasA,Gd,Y,SBrkr,954,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Normal,42.02139934187503,-93.68666765624916,0
1502,212000,120,RL,63.8249421192093,6820,Pave,,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368.0,BLQ,1120.0,0.0,1488.0,GasA,TA,Y,SBrkr,1502,0,0,1.0,0.0,1,1,1,1,Gd,4,Typ,0,,Attchd,1985.0,RFn,2.0,528.0,TA,TA,Y,0,54,0,0,140,0,,,,0,6,2010,WD ,Normal,42.059273306491,-93.63312500181334,0
1414,176000,60,RL,65.3297744403301,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,707.0,707.0,GasA,Ex,Y,SBrkr,707,707,0,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,Fin,2.0,403.0,TA,TA,Y,100,35,0,0,0,0,,,,0,4,2008,WD ,Normal,42.05939,-93.643553,0
1269,192000,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,Ex,Y,SBrkr,1269,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2.0,430.0,TA,TA,Y,146,20,0,0,144,0,,,,0,4,2010,WD ,Normal,42.06241774557579,-93.64173415044884,0
1038,130000,120,RL,39.0,3869,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,TwnhsE,1Story,5,6,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,149.0,Gd,Ex,CBlock,TA,TA,No,LwQ,283.0,GLQ,755.0,0.0,1038.0,GasA,Gd,Y,SBrkr,1038,0,0,0.0,0.0,2,0,2,1,TA,5,Typ,0,,Attchd,1984.0,RFn,1.0,264.0,TA,TA,Y,0,105,0,0,0,0,,,,0,7,2007,WD ,Normal,42.005346100000004,-88.1905446,0
1459,192000,20,RL,70.0,8749,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1459.0,1459.0,GasA,Ex,Y,SBrkr,1459,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2.0,527.0,TA,TA,Y,192,39,0,0,0,0,,,,0,9,2007,WD ,Normal,42.016965367346934,-93.68695036734694,0
833,117000,20,RL,90.0,5400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415.0,Unf,0.0,418.0,833.0,GasA,Ex,Y,SBrkr,833,0,0,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,Detchd,1955.0,Unf,1.0,326.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2006,WD ,Normal,42.03709307294385,-93.61269650911262,0
1024,157500,20,RL,85.0,10533,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1956,Hip,CompShg,VinylSd,VinylSd,BrkFace,244.0,TA,Gd,CBlock,TA,TA,No,Rec,773.0,Unf,0.0,235.0,1008.0,GasA,TA,Y,SBrkr,1024,0,0,1.0,0.0,1,0,2,1,Gd,5,Typ,2,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0,0,0,0,280,0,,,,0,8,2006,WD ,Normal,42.053578345205075,-93.61827582597935,0
1405,200000,120,RL,48.0,3242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,136,36,0,0,0,0,,,,0,3,2007,WD ,Normal,42.029367772535345,-93.651464136116,1
948,89000,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,TA,Y,SBrkr,483,465,0,0.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Normal,42.05166496151424,-93.6298432321745,0
1170,140000,20,RL,70.0,7315,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,625.0,Unf,0.0,545.0,1170.0,GasA,TA,Y,SBrkr,1170,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,1.0,338.0,TA,TA,Y,0,0,0,0,225,0,,,,0,3,2007,WD ,Normal,42.036099896653965,-93.60671648211698,0
1728,190000,60,RL,65.0,9313,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,572.0,TA,TA,Y,187,56,0,0,0,0,,,,0,4,2009,WD ,Normal,42.01395854545454,-93.6856536060606,0
1872,261500,60,RL,72.02061492187255,11885,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,990.0,Unf,0.0,309.0,1299.0,GasA,Ex,Y,SBrkr,1299,573,0,1.0,0.0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2.0,531.0,TA,TA,Y,160,122,0,0,0,0,,,,0,11,2009,WD ,Normal,42.018855,-93.682787,0
